sample_id,timestamp,latitude,longitude,x_meters,y_meters,temperature_celsius
1,2025-10-06T20:33:40.873471,33.430426000000004,-111.92881898554228,0.001317,0.000000,9.030
2,2025-10-06T20:33:48.373916,33.430443712215,-111.92880587841495,1.214728,1.995798,9.409
3,2025-10-06T20:33:50.373514,33.43046697746909,-111.92880698696769,1.117217,4.533936,9.003
4,2025-10-06T20:33:51.873269,33.43048646643745,-111.9288078079928,1.040366,6.718851,8.337
5,2025-10-06T20:33:53.373228,33.4305073602151,-111.92880852121898,0.974852,9.011952,9.025
6,2025-10-06T20:33:54.873578,33.43052831462317,-111.92880926767891,0.904925,11.354868,9.166
7,2025-10-06T20:33:56.373229,33.43054944604413,-111.92881002084981,0.834161,13.724142,9.272
8,2025-10-06T20:33:57.873661,33.43057115083104,-111.9288107886371,0.764438,16.074458,8.905
9,2025-10-06T20:33:59.373656,33.43059250612325,-111.92881154815828,0.693224,18.462226,9.569
10,2025-10-06T20:34:00.873448,33.43061383297666,-111.92881230438476,0.622134,20.853276,9.643
11,2025-10-06T20:34:02.373268,33.43063517303242,-111.9288130622774,0.550890,23.245814,9.957
12,2025-10-06T20:34:03.873189,33.43065703678455,-111.92881383819235,0.480627,25.607092,9.964
13,2025-10-06T20:34:05.373708,33.43067838645007,-111.92881459610685,0.409380,28.000694,10.665
14,2025-10-06T20:34:06.873344,33.43069973756549,-111.92881535397062,0.338137,30.394461,10.795
15,2025-10-06T20:34:08.374005,33.43072160732274,-111.9288161302875,0.266888,32.788303,10.768
16,2025-10-06T20:34:09.874089,33.43074295960742,-111.9288168882186,0.196589,35.150281,11.085
17,2025-10-06T20:34:11.373491,33.430764312030604,-111.92881764616239,0.125339,37.544193,11.288
18,2025-10-06T20:34:12.873173,33.43078429132916,-111.9288183553375,0.060247,39.731296,11.778
19,2025-10-06T20:34:14.873514,33.43080221320136,-111.92881856778862,0.041526,41.739426,12.171
20,2025-10-06T20:34:17.873433,33.43081046981972,-111.92879627034131,2.106984,42.647105,11.757
21,2025-10-06T20:34:20.373883,33.4308061468396,-111.9287742268682,4.179173,42.159431,11.488
22,2025-10-06T20:34:22.873596,33.43078602301465,-111.92876358014047,5.155783,39.947529,12.039
23,2025-10-06T20:34:24.873619,33.43076225760401,-111.92876358723227,5.153712,37.285708,11.292
24,2025-10-06T20:34:26.373375,33.43074247108604,-111.92876384318319,5.129163,35.066071,11.355
25,2025-10-06T20:34:27.873217,33.43072137147065,-111.92876390206662,5.124204,32.755914,10.676
26,2025-10-06T20:34:29.373682,33.43070039330114,-111.9287640189234,5.113149,30.403740,10.325
27,2025-10-06T20:34:30.873571,33.430679218376035,-111.92876412569295,5.103319,28.061191,10.286
28,2025-10-06T20:34:32.373302,33.43065743016221,-111.92876423484921,5.093287,25.676241,9.624
29,2025-10-06T20:34:33.873556,33.43063611439981,-111.92876434365763,5.083061,23.286431,9.157
